fleet_id,record_type,timestamp,elapsed_time,trigger_channel,peak_valley_indicator,strain_gauge_1,strain_gauge_2,strain_gauge_3,strain_gauge_4,strain_gauge_5,strain_gauge_6,strain_gauge_7,strain_gauge_8,roll_acceleration,vertical_acceleration,airspeed,pressure_altitude,flap_position,elevator_position,left_aileron_position,retardant_tank_float,retardant_door_open,beacon_start_stop_recording,arm_retardant_tank_door,gear_up_and_locked,flight_id
2075,TR,33:28.7,2650.69,10,V,503.4,-562.63,544.86,417.53,340.54,399.76,-343.5,-65.15,-1.27,1.08,216.93,7582.42,-0.42,-5.34,1.89,-93.28,1,1,1,1,101
2076,TR,33:28.8,2650.81,10,P,488.6,-556.71,541.9,405.68,328.69,370.15,-287.24,-71.07,-1.36,1.16,189.95,7555.08,-0.42,-5.21,2.46,-93.28,1,1,1,1,101
2077,TR,33:29.2,2651.16,10,V,444.18,-533.02,512.29,379.03,331.65,334.62,-328.69,-8.88,-1.39,0.99,192.43,7527.73,-0.42,-5.24,5.36,-93.28,1,1,1,1,101
2078,TR,33:29.6,2651.59,10,P,535.98,-618.89,604.08,447.14,387.92,432.34,-242.82,26.65,-1.56,1.34,218.03,7527.73,-0.42,-5.52,6.53,-93.28,1,1,1,1,101
2079,TR,33:29.8,2651.81,10,V,485.64,-574.47,559.67,414.57,355.34,379.03,-260.59,62.19,-1.47,1.19,222.71,7527.73,-0.42,-5.47,6.53,-96.42,1,1,1,1,101
2080,TR,33:30.4,2652.39,10,P,669.23,-763.99,752.14,553.74,473.79,624.81,-201.36,74.03,-1.75,1.71,184.17,7582.42,-0.42,-5.72,6.5,-93.28,1,1,1,1,101
2081,TR,33:31.1,2653.11,10,V,417.53,-547.82,535.98,376.07,331.65,325.73,-302.04,171.75,-1.71,0.99,171.5,7527.73,-0.4,-5.44,6.29,-93.28,1,1,1,1,101
2082,PE,33:32.2,2654.18,,,482.68,-562.63,550.78,393.84,334.62,417.53,-310.93,-62.19,-1.2,1.21,210.87,7527.73,-0.44,-5.52,3.75,-93.28,1,1,1,1,101
2083,TR,33:32.2,2654.24,10,P,485.64,-533.02,524.13,393.84,319.81,384.96,-275.39,-103.64,-1.15,1.28,207.85,7527.73,-0.41,-5.47,3.78,-93.28,1,1,1,1,101
2084,TR,33:32.5,2654.49,10,V,467.87,-538.94,533.02,399.76,337.58,381.99,-293.16,-145.1,-1.02,1.13,183.89,7527.73,-0.42,-5.24,3.24,-93.28,1,1,1,1,101
2085,TR,33:32.6,2654.64,10,P,533.02,-601.12,604.08,432.34,364.23,450.1,-305,-65.15,-1.5,1.24,209.77,7473.05,-0.42,-5.26,2.64,-98,1,1,1,1,101
2086,TR,33:33.0,2655.04,10,V,411.61,-509.33,503.4,349.42,290.2,346.46,-284.28,-44.42,-1.35,1.03,222.16,7609.77,-0.45,-5.06,1.17,-98,1,1,1,1,101
2087,TR,33:33.2,2655.19,10,P,550.78,-621.85,618.89,420.49,328.69,473.79,-222.09,20.73,-1.94,1.31,223.82,7582.42,-0.42,-5.08,0.51,-93.28,1,1,1,1,101
2088,TR,33:33.3,2655.29,10,V,467.87,-556.71,544.86,370.15,293.16,441.22,-278.35,59.22,-1.52,1.11,226.02,7582.42,-0.44,-5.19,0.3,-94.85,1,1,1,1,101
2089,TR,33:33.5,2655.54,10,P,595.2,-675.15,660.35,488.6,390.88,535.98,-275.39,210.25,-2.54,1.42,225.74,7527.73,-0.44,-5.16,0.3,-93.28,1,1,1,1,101
2090,TR,33:34.5,2656.51,10,V,257.62,-349.42,322.77,156.94,85.87,239.86,-293.16,-85.87,-0.84,0.67,202.06,7582.42,-0.44,-4.88,-3.77,-94.85,1,1,1,1,101
2091,TR,33:35.2,2657.16,10,P,461.95,-533.02,503.4,337.58,245.78,402.72,-257.62,-124.37,-1.35,1.16,215.28,7555.08,-0.44,-5.11,-4.22,-98,1,1,1,1,101
2092,TR,33:35.3,2657.34,10,V,405.68,-464.91,441.22,310.93,228.01,346.46,-299.08,-189.52,-1.04,1.03,215,7582.42,-0.42,-4.98,-4.01,-94.85,1,1,1,1,101
2093,TR,33:35.4,2657.44,10,P,447.14,-485.64,458.99,319.81,228.01,367.19,-251.7,-162.87,-1.1,1.15,159.11,7637.11,-0.42,-4.98,-3.95,-98,1,1,1,1,101
2094,TR,33:35.5,2657.49,10,V,438.26,-485.64,464.91,325.73,239.86,370.15,-334.62,-213.21,-1.12,1.06,157.46,7555.08,-0.44,-5.06,-3.95,-96.42,1,1,1,1,101
2095,TR,33:35.8,2657.84,10,P,497.48,-550.78,527.09,381.99,287.24,408.65,-230.97,-124.37,-1.83,1.25,115.05,7609.77,-0.44,-4.98,-3.38,-98,1,1,1,1,101
2096,TR,33:35.9,2657.89,10,V,497.48,-556.71,538.94,387.92,293.16,423.45,-254.66,-8.88,-1.63,1.17,106.52,7527.73,-0.45,-4.98,-3.32,-96.42,1,1,1,1,101
2097,TR,33:35.9,2657.94,10,P,530.05,-586.32,559.67,411.61,319.81,456.02,-216.17,2.96,-2.19,1.27,100.74,7582.42,-0.44,-5.03,-3.26,-94.85,1,1,1,1,101
2098,TR,33:36.2,2658.19,10,V,456.02,-574.47,553.74,370.15,293.16,373.11,-222.09,165.83,-2.31,1.04,23.09,7555.08,-0.41,-5.01,-2.63,-94.85,1,1,1,1,101
2099,TR,33:36.2,2658.24,10,P,450.1,-571.51,553.74,358.31,278.35,367.19,-251.7,124.37,-2.38,1.13,90.82,7637.11,-0.41,-4.98,-2.69,-94.85,1,1,1,1,101
2100,TR,33:36.3,2658.29,10,V,423.45,-509.33,491.56,322.77,242.82,384.96,-248.74,76.99,-1.97,0.96,10.97,7527.73,-0.41,-4.85,-2.57,-96.42,1,1,1,1,101
2101,TR,33:36.5,2658.51,10,P,464.91,-580.4,553.74,373.11,293.16,423.45,-204.32,278.35,-2.78,1.1,18.68,7582.42,-0.42,-4.88,-1.97,-93.28,1,1,1,1,101
2102,TR,33:36.9,2658.91,10,V,390.88,-556.71,527.09,343.5,284.28,343.5,-278.35,216.17,-2.37,0.94,106.24,7582.42,-0.41,-4.85,-0.57,-93.28,1,1,1,1,101
2103,TR,33:37.0,2659.04,10,P,456.02,-562.63,538.94,393.84,319.81,367.19,-216.17,171.75,-2.36,1.1,132.95,7637.11,-0.44,-4.68,-0.42,-98,1,1,1,1,101
2104,TR,33:37.2,2659.24,10,V,358.31,-456.02,438.26,293.16,245.78,284.28,-319.81,14.81,-1.54,0.81,160.21,7582.42,-0.41,-4.7,-0.36,-93.28,1,1,1,1,101
2105,TR,33:37.4,2659.39,10,P,453.06,-515.25,500.44,367.19,284.28,361.27,-296.12,-65.15,-1.54,1.1,199.03,7555.08,-0.44,-4.7,-0.36,-94.85,1,1,1,1,101
2106,TR,33:37.6,2659.59,10,V,373.11,-405.68,390.88,290.2,219.13,278.35,-275.39,-151.02,-1.03,0.86,169.02,7582.42,-0.42,-4.7,-0.36,-93.28,1,1,1,1,101
2107,TR,33:37.9,2659.86,10,P,479.71,-556.71,547.82,387.92,296.12,402.72,-236.9,-88.84,-1.61,1.24,205.64,7637.11,-0.42,-4.7,-0.06,-93.28,1,1,1,1,101
2108,TR,33:38.0,2659.96,10,V,473.79,-521.17,497.48,384.96,302.04,387.92,-290.2,-8.88,-1.61,1.07,196.83,7609.77,-0.42,-4.85,-0.06,-94.85,1,1,1,1,101
2109,TR,33:38.0,2660.04,10,P,456.02,-538.94,518.21,370.15,293.16,379.03,-230.97,-50.34,-1.49,1.15,203.44,7609.77,-0.44,-4.62,0.12,-94.85,1,1,1,1,101
2110,TR,33:38.6,2660.56,10,V,390.88,-426.41,411.61,302.04,248.74,302.04,-331.65,-222.09,-0.59,0.84,58.61,7582.42,-0.41,-4.55,0.54,-94.85,1,1,1,1,101
2111,TR,33:38.9,2660.86,10,P,485.64,-538.94,521.17,402.72,334.62,370.15,-302.04,-100.68,-1.58,1.13,200.69,7609.77,-0.45,-4.8,0.75,-94.85,1,1,1,1,101
2112,TR,33:39.0,2660.99,10,V,364.23,-420.49,399.76,310.93,248.74,319.81,-192.48,-35.53,-0.98,0.94,195.45,7582.42,-0.41,-4.62,0.72,-96.42,1,1,1,1,101
2113,TR,33:39.1,2661.14,10,P,592.24,-654.43,645.54,447.14,352.38,535.98,-177.67,82.91,-2.16,1.5,208.12,7637.11,-0.42,-4.75,1.26,-96.42,1,1,1,1,101
2114,TR,33:39.3,2661.34,10,V,384.96,-506.37,488.6,302.04,245.78,343.5,-346.46,50.34,-1.48,0.85,202.06,7609.77,-0.42,-5.06,1.32,-93.28,1,1,1,1,101
2115,TR,33:39.4,2661.41,10,P,441.22,-485.64,464.91,349.42,290.2,328.69,-245.78,71.07,-1.79,1.02,203.72,7664.45,-0.41,-4.55,1.35,-94.85,1,1,1,1,101
2116,TR,33:39.6,2661.61,10,V,399.76,-491.56,473.79,316.85,257.62,307.96,-260.59,79.95,-1.43,0.91,177.56,7555.08,-0.45,-4.88,1.23,-93.28,1,1,1,1,101
2117,TR,33:40.0,2662.04,10,P,435.3,-547.82,533.02,343.5,275.39,358.31,-254.66,68.11,-1.54,1.1,219.41,7691.8,-0.42,-4.91,1.35,-98,1,1,1,1,101
2118,TR,33:40.6,2662.61,10,V,426.41,-479.71,458.99,340.54,269.47,325.73,-296.12,-26.65,-1.24,0.94,211.15,7609.77,-0.42,-4.88,1.17,-93.28,1,1,1,1,101
2119,TR,33:41.1,2663.14,10,P,512.29,-574.47,565.59,420.49,337.58,429.37,-248.74,-32.57,-1.54,1.22,215.28,7609.77,-0.41,-4.83,1.05,-91.71,1,1,1,1,101
2120,TR,33:42.0,2663.96,10,V,373.11,-456.02,450.1,296.12,233.93,287.24,-316.85,-53.3,-1.16,0.86,209.77,7609.77,-0.44,-4.62,1.17,-93.28,1,1,1,1,101
2121,TR,33:42.4,2664.36,10,P,432.34,-503.4,497.48,325.73,254.66,379.03,-284.28,-44.42,-1.14,1.1,191.05,7637.11,-0.42,-4.68,1.2,-98,1,1,1,1,101
2122,TR,33:42.8,2664.84,10,V,349.42,-450.1,432.34,278.35,222.09,272.43,-275.39,-29.61,-1.09,0.83,181.14,7555.08,-0.42,-4.39,1.02,-90.14,1,1,1,1,101
2123,TR,33:43.4,2665.41,10,P,441.22,-538.94,521.17,361.27,293.16,367.19,-225.05,53.3,-1.82,1.12,176.73,7637.11,-0.42,-4.65,1.2,-96.42,1,1,1,1,101
2124,TR,33:43.5,2665.54,10,V,417.53,-497.48,482.68,331.65,269.47,352.38,-281.31,8.88,-1.46,0.98,192.15,7637.11,-0.41,-4.73,1.14,-94.85,1,1,1,1,101
2125,TR,33:43.8,2665.76,10,P,464.91,-544.86,527.09,376.07,305,376.07,-257.62,14.81,-1.51,1.1,207.57,7637.11,-0.44,-4.7,1.17,-93.28,1,1,1,1,101
2126,TR,33:43.9,2665.91,10,V,384.96,-479.71,467.87,313.89,254.66,340.54,-248.74,26.65,-1.33,0.95,183.61,7719.14,-0.42,-4.62,1.11,-94.85,1,1,1,1,101
2127,TR,33:44.1,2666.06,10,P,479.71,-550.78,533.02,370.15,290.2,405.68,-272.43,23.69,-1.7,1.15,177.56,7637.11,-0.42,-4.65,1.11,-91.71,1,1,1,1,101
2128,TR,33:44.3,2666.26,10,V,334.62,-453.06,438.26,260.59,210.25,299.08,-287.24,151.02,-1.61,0.8,63.84,7746.48,-0.44,-4.65,1.08,-94.85,1,1,1,1,101
2129,TR,33:44.4,2666.41,10,P,464.91,-610.01,604.08,381.99,310.93,399.76,-213.21,204.32,-2.06,1.19,202.06,7609.77,-0.42,-4.7,1.08,-91.71,1,1,1,1,101
2130,TR,33:44.6,2666.64,10,V,405.68,-491.56,476.75,334.62,269.47,319.81,-260.59,139.18,-1.68,0.9,197.66,7637.11,-0.42,-4.78,0.9,-94.85,1,1,1,1,101
2131,TR,33:44.7,2666.69,10,P,429.37,-533.02,515.25,334.62,266.51,349.42,-269.47,133.25,-1.96,1,195.73,7637.11,-0.41,-4.7,1.05,-96.42,1,1,1,1,101
2132,TR,33:45.1,2667.14,10,V,322.77,-414.57,402.72,254.66,198.4,254.66,-313.89,-91.8,-0.95,0.73,206.74,7691.8,-0.42,-4.55,0.57,-96.42,1,1,1,1,101
2133,TR,33:45.7,2667.69,10,P,618.89,-663.31,657.39,494.52,399.76,497.48,-254.66,-106.6,-1.62,1.51,205.09,7637.11,-0.44,-4.93,0.81,-98,1,1,1,1,101
2134,TR,33:46.0,2667.99,10,V,515.25,-571.51,568.55,417.53,340.54,450.1,-275.39,2.96,-1.46,1.06,212.8,7637.11,-0.41,-4.7,1.05,-96.42,1,1,1,1,101
2135,TR,33:46.0,2668.04,10,P,494.52,-580.4,580.4,393.84,325.73,447.14,-293.16,-50.34,-1.03,1.15,212.8,7637.11,-0.44,-4.65,1.08,-93.28,1,1,1,1,101
2136,TR,33:46.3,2668.26,10,V,222.09,-290.2,260.59,159.9,118.45,159.9,-387.92,-228.01,-0.3,0.5,99.91,7637.11,-0.44,-4.39,0.72,-93.28,1,1,1,1,101
2137,TR,33:46.6,2668.61,10,P,405.68,-458.99,423.45,290.2,222.09,361.27,-260.59,-88.84,-1.06,1.02,134.33,7637.11,-0.42,-4.7,0.9,-94.85,1,1,1,1,101
2138,TR,33:46.8,2668.81,10,V,361.27,-426.41,408.65,278.35,225.05,299.08,-296.12,-97.72,-0.87,0.86,72.37,7719.14,-0.44,-4.75,0.93,-93.28,1,1,1,1,101
2139,TR,33:47.0,2669.01,10,P,441.22,-527.09,503.4,358.31,296.12,358.31,-293.16,-85.87,-1.28,1.06,101.84,7637.11,-0.44,-4.6,0.75,-93.28,1,1,1,1,101
2140,PE,33:47.2,2669.18,,,420.49,-458.99,438.26,337.58,281.31,334.62,-254.66,-88.84,-0.99,0.97,121.66,7637.11,-0.44,-4.73,0.69,-94.85,1,1,1,1,101
2141,TR,33:47.6,2669.61,10,V,325.73,-450.1,435.3,266.51,219.13,257.62,-257.62,44.42,-1.32,0.78,150.57,7746.48,-0.41,-4.6,0.87,-96.42,1,1,1,1,101
2142,TR,33:48.1,2670.06,10,P,387.92,-538.94,515.25,313.89,254.66,322.77,-192.48,192.48,-2.04,1.04,215.28,7609.77,-0.45,-4.73,0.9,-93.28,1,1,1,1,101
2143,TR,33:48.1,2670.11,10,V,420.49,-550.78,524.13,322.77,266.51,352.38,-266.51,266.51,-2.49,0.89,174.53,7664.45,-0.45,-4.8,0.93,-96.42,1,1,1,1,101
2144,TR,33:48.2,2670.16,10,P,396.8,-503.4,482.68,302.04,236.9,352.38,-242.82,204.32,-1.94,0.98,210.32,7719.14,-0.41,-4.8,0.84,-93.28,1,1,1,1,101
2145,TR,33:48.2,2670.21,10,V,352.38,-491.56,467.87,310.93,257.62,287.24,-213.21,186.56,-1.96,0.84,210.6,7637.11,-0.44,-4.83,0.93,-98,1,1,1,1,101
2146,TR,33:48.4,2670.41,10,P,453.06,-559.67,544.86,355.34,287.24,396.8,-210.25,168.79,-1.82,1.15,194.35,7691.8,-0.42,-4.8,1.08,-91.71,1,1,1,1,101
2147,TR,33:48.7,2670.66,10,V,364.23,-485.64,467.87,313.89,248.74,313.89,-257.62,100.68,-1.8,0.89,155.8,7691.8,-0.45,-4.85,1.08,-98,1,1,1,1,101
2148,TR,33:48.8,2670.81,10,P,518.21,-610.01,592.24,420.49,346.46,429.37,-266.51,94.76,-2.04,1.25,141.76,7719.14,-0.41,-4.83,1.11,-93.28,1,1,1,1,101
2149,TR,33:49.2,2671.19,10,V,387.92,-461.95,441.22,328.69,275.39,325.73,-275.39,-5.92,-1.24,0.89,173.43,7719.14,-0.42,-4.65,0.9,-98,1,1,1,1,101
2150,TR,33:49.3,2671.34,10,P,491.56,-544.86,530.05,393.84,316.85,411.61,-299.08,-124.37,-1.34,1.17,66.87,7746.48,-0.44,-4.65,0.81,-98,1,1,1,1,101
2151,TR,33:49.9,2671.94,10,V,411.61,-429.37,414.57,307.96,242.82,352.38,-305,-210.25,-0.49,0.89,144.79,7719.14,-0.42,-4.75,0.51,-98,1,1,1,1,101
2152,TR,33:50.4,2672.39,10,P,476.75,-509.33,491.56,373.11,299.08,390.88,-263.55,-127.33,-1.05,1.13,20.33,7664.45,-0.45,-4.75,0.75,-94.85,1,1,1,1,101
2153,TR,33:50.6,2672.56,10,V,346.46,-426.41,405.68,272.43,213.21,296.12,-281.31,-71.07,-0.92,0.86,45.12,7637.11,-0.42,-4.73,0.6,-96.42,1,1,1,1,101
2154,TR,33:50.7,2672.71,10,P,432.34,-509.33,491.56,322.77,257.62,376.07,-266.51,-32.57,-1.14,1.02,90.82,7637.11,-0.42,-4.62,0.72,-98,1,1,1,1,101
2155,TR,33:50.9,2672.86,10,V,352.38,-450.1,435.3,281.31,222.09,293.16,-290.2,-17.77,-1.06,0.85,52.27,7719.14,-0.42,-4.7,0.81,-94.85,1,1,1,1,101
2156,TR,33:51.2,2673.21,10,P,396.8,-500.44,482.68,316.85,257.62,316.85,-239.86,65.15,-1.53,0.97,97.43,7746.48,-0.42,-4.78,1.02,-99.57,1,1,1,1,101
2157,TR,33:51.4,2673.36,10,V,373.11,-491.56,464.91,302.04,248.74,316.85,-257.62,103.64,-1.61,0.87,48.97,7637.11,-0.42,-4.73,1.05,-98,1,1,1,1,101
2158,TR,33:51.7,2673.74,10,P,408.65,-527.09,509.33,337.58,278.35,352.38,-248.74,112.53,-1.75,1.01,104.04,7637.11,-0.44,-4.75,1.08,-91.71,1,1,1,1,101
2159,TR,33:52.1,2674.11,10,V,399.76,-503.4,482.68,328.69,266.51,325.73,-272.43,47.38,-1.5,0.93,45.39,7719.14,-0.42,-4.73,1.05,-94.85,1,1,1,1,101
2160,TR,33:52.8,2674.79,10,P,414.57,-497.48,479.71,334.62,272.43,334.62,-275.39,-44.42,-1.26,1.02,88.62,7746.48,-0.44,-4.73,1.02,-94.85,1,1,1,1,101
2161,TR,33:53.6,2675.56,10,V,381.99,-453.06,435.3,305,248.74,302.04,-281.31,-76.99,-0.94,0.87,74.3,7691.8,-0.42,-4.73,1.05,-93.28,1,1,1,1,101
2162,TR,33:56.8,2678.81,10,P,444.18,-515.25,497.48,364.23,293.16,364.23,-269.47,-47.38,-1.26,1.08,203.16,7637.11,-0.45,-4.83,1.29,-93.28,1,1,1,1,101
2163,TR,34:00.2,2682.24,10,V,384.96,-473.79,456.02,307.96,245.78,310.93,-284.28,-26.65,-1.1,0.89,167.09,7637.11,-0.41,-4.7,1.77,-94.85,1,1,1,1,101
2164,TR,34:00.9,2682.86,10,P,420.49,-497.48,482.68,337.58,272.43,346.46,-251.7,-5.92,-1.26,1.01,152.23,7609.77,-0.42,-4.75,1.74,-93.28,1,1,1,1,101
2165,TR,34:01.3,2683.29,10,V,358.31,-444.18,432.34,293.16,236.9,290.2,-281.31,-32.57,-0.99,0.86,207.85,7637.11,-0.42,-4.73,1.53,-93.28,1,1,1,1,101
2166,TR,34:01.5,2683.49,10,P,408.65,-491.56,479.71,337.58,269.47,325.73,-269.47,-8.88,-1.36,1,197.38,7719.14,-0.42,-4.7,1.53,-98,1,1,1,1,101
2167,TR,34:01.7,2683.71,10,V,361.27,-458.99,447.14,287.24,222.09,310.93,-299.08,-20.73,-0.95,0.89,211.98,7664.45,-0.44,-4.75,1.44,-94.85,1,1,1,1,101
2168,PE,34:02.2,2684.18,,,405.68,-491.56,470.83,322.77,254.66,334.62,-281.31,-47.38,-1.31,0.99,213.63,7637.11,-0.41,-4.78,1.41,-94.85,1,1,1,1,101
2169,TR,34:02.3,2684.31,10,P,479.71,-562.63,550.78,390.88,313.89,408.65,-228.01,17.77,-1.55,1.19,217.21,7719.14,-0.42,-4.83,1.38,-91.71,1,1,1,1,101
2170,TR,34:02.7,2684.69,10,V,340.54,-485.64,470.83,272.43,207.28,299.08,-257.62,115.49,-1.7,0.86,211.98,7637.11,-0.42,-4.75,1.23,-94.85,1,1,1,1,101
2171,TR,34:02.9,2684.94,10,P,387.92,-491.56,485.64,307.96,239.86,313.89,-263.55,94.76,-1.49,0.97,198.76,7637.11,-0.42,-4.85,1.32,-91.71,1,1,1,1,101
2172,TR,34:03.0,2684.99,10,V,373.11,-497.48,488.6,307.96,245.78,313.89,-296.12,53.3,-1.48,0.87,207.57,7609.77,-0.44,-4.83,1.32,-93.28,1,1,1,1,101
2173,TR,34:03.1,2685.11,10,P,402.72,-500.44,494.52,316.85,248.74,331.65,-278.35,44.42,-1.49,0.95,197.93,7637.11,-0.45,-4.83,1.35,-93.28,1,1,1,1,101
2174,TR,34:03.4,2685.36,10,V,334.62,-426.41,411.61,269.47,216.17,260.59,-257.62,14.81,-1.04,0.77,197.93,7664.45,-0.41,-4.75,1.32,-94.85,1,1,1,1,101
2175,TR,34:03.8,2685.79,10,P,467.87,-550.78,544.86,384.96,310.93,373.11,-293.16,-29.61,-1.43,1.14,200.41,7746.48,-0.42,-4.96,1.38,-93.28,1,1,1,1,101
2176,TR,34:04.1,2686.09,10,V,414.57,-473.79,470.83,340.54,263.55,337.58,-310.93,-97.72,-0.87,0.97,217.48,7719.14,-0.42,-4.83,1.17,-91.71,1,1,1,1,101
2177,TR,34:04.4,2686.36,10,P,473.79,-521.17,515.25,379.03,305,387.92,-290.2,-136.22,-1.02,1.15,217.48,7637.11,-0.44,-4.85,0.96,-93.28,1,1,1,1,101
2178,TR,34:04.7,2686.74,10,V,402.72,-450.1,444.18,316.85,242.82,319.81,-358.31,-136.22,-0.53,0.94,225.47,7746.48,-0.41,-4.88,0.57,-96.42,1,1,1,1,101
2179,TR,34:05.0,2686.96,10,P,426.41,-533.02,518.21,316.85,233.93,379.03,-236.9,-32.57,-1.24,1.22,219.96,7637.11,-0.4,-4.7,0.6,-93.28,1,1,1,1,101
2180,TR,34:05.4,2687.41,10,V,307.96,-450.1,441.22,254.66,204.32,293.16,-284.28,115.49,-1.01,0.71,226.29,7609.77,-0.41,-4.83,0.57,-94.85,1,1,1,1,101
2181,TR,34:05.7,2687.74,10,P,476.75,-553.74,538.94,381.99,302.04,373.11,-284.28,-20.73,-1.87,1.15,226.29,7664.45,-0.42,-4.98,0.63,-98,1,1,1,1,101
2182,TR,34:05.8,2687.79,10,V,444.18,-524.13,518.21,358.31,284.28,393.84,-337.58,-56.26,-1.2,1.05,222.16,7582.42,-0.44,-4.88,0.6,-98,1,1,1,1,101
2183,TR,34:06.0,2688.01,10,P,707.73,-728.46,722.53,562.63,444.18,630.74,-168.79,100.68,-2.36,1.73,221.34,7637.11,-0.42,-5.06,0.87,-94.85,1,1,1,1,101
2184,TR,34:06.5,2688.49,10,V,370.15,-491.56,485.64,299.08,233.93,334.62,-287.24,151.02,-1.68,0.91,189.95,7637.11,-0.41,-4.68,0.78,-96.42,1,1,1,1,101
2185,TR,34:06.6,2688.64,10,P,429.37,-538.94,521.17,346.46,275.39,376.07,-272.43,109.56,-2.28,1.05,199.58,7664.45,-0.41,-4.75,0.87,-93.28,1,1,1,1,101
2186,TR,34:06.8,2688.84,10,V,361.27,-473.79,464.91,305,254.66,302.04,-310.93,65.15,-1.43,0.88,122.49,7637.11,-0.41,-4.65,1.05,-94.85,1,1,1,1,101
2187,TR,34:07.0,2688.99,10,P,479.71,-533.02,521.17,376.07,296.12,402.72,-272.43,-44.42,-1.11,1.08,96.33,7637.11,-0.42,-4.65,1.56,-94.85,1,1,1,1,101
2188,TR,34:07.1,2689.11,10,V,420.49,-509.33,497.48,367.19,313.89,358.31,-284.28,32.57,-1.46,0.85,80.91,7719.14,-0.42,-4.55,1.92,-98,1,1,1,1,101
2189,TR,34:07.6,2689.59,10,P,556.71,-642.58,648.5,438.26,340.54,506.37,-305,-82.91,-1.8,1.46,86.69,7664.45,-0.42,-4.83,2.01,-93.28,1,1,1,1,101
2190,TR,34:07.7,2689.66,10,V,512.29,-497.48,500.44,458.99,379.03,414.57,-204.32,-204.32,-0.29,1.1,138.18,7637.11,-0.45,-4.85,1.95,-93.28,1,1,1,1,101
2191,TR,34:07.7,2689.71,10,P,583.36,-568.55,562.63,533.02,444.18,384.96,-216.17,-233.93,-1.57,1.42,228.5,7691.8,-0.41,-4.85,1.98,-94.85,1,1,1,1,101
2192,TR,34:07.7,2689.74,10,V,586.32,-633.7,630.74,518.21,435.3,393.84,-364.23,-177.67,-1.52,1.29,207.57,7746.48,-0.42,-4.93,1.89,-93.28,1,1,1,1,101
2193,TR,34:07.8,2689.79,10,P,598.16,-666.27,672.19,497.48,405.68,506.37,-423.45,-136.22,-1.59,1.52,79.81,7637.11,-0.42,-4.75,1.92,-91.71,1,1,1,1,101
2194,TR,34:07.8,2689.84,10,V,621.85,-580.4,580.4,509.33,435.3,553.74,-162.87,-159.9,-1.24,1.33,65.49,7609.77,-0.45,-4.62,1.89,-93.28,1,1,1,1,101
2195,TR,34:07.9,2689.89,10,P,589.28,-568.55,583.36,447.14,334.62,488.6,-263.55,-349.42,-0.25,1.55,103.49,7691.8,-0.41,-4.85,1.89,-94.85,1,1,1,1,101
2196,TR,34:07.9,2689.94,10,V,497.48,-547.82,568.55,429.37,340.54,408.65,-331.65,-293.16,0.08,1.12,186.92,7691.8,-0.41,-4.93,1.98,-91.71,1,1,1,1,101
2197,TR,34:08.0,2689.99,10,P,515.25,-562.63,556.71,390.88,299.08,479.71,-233.93,-165.83,-1.65,1.48,154.7,7691.8,-0.45,-4.8,2.22,-93.28,1,1,1,1,101
2198,TR,34:08.3,2690.29,10,V,257.62,-396.8,370.15,219.13,189.52,210.25,-376.07,124.37,-1.66,0.49,126.07,7609.77,-0.42,-4.83,1.44,-90.14,1,1,1,1,101
2199,TR,34:08.7,2690.74,10,P,453.06,-550.78,538.94,381.99,316.85,325.73,-230.97,-142.14,-1.53,1.13,207.57,7719.14,-0.44,-5.03,1.47,-94.85,1,1,1,1,101
2200,TR,34:08.8,2690.81,10,V,447.14,-491.56,479.71,358.31,284.28,390.88,-328.69,-109.56,-1.22,1.04,203.44,7609.77,-0.42,-5.16,1.53,-91.71,1,1,1,1,101
2201,TR,34:08.9,2690.94,10,P,518.21,-627.77,621.85,447.14,367.19,408.65,-269.47,-88.84,-1.54,1.36,194.35,7637.11,-0.42,-5.11,1.59,-96.42,1,1,1,1,101
2202,TR,34:09.1,2691.14,10,V,408.65,-521.17,521.17,343.5,275.39,325.73,-305,-32.57,-1.09,1.06,180.04,7582.42,-0.45,-5.16,1.59,-91.71,1,1,1,1,101
2203,TR,34:09.2,2691.24,10,P,488.6,-547.82,544.86,373.11,299.08,432.34,-296.12,11.84,-1.38,1.15,118.91,7691.8,-0.42,-5.01,1.59,-93.28,1,1,1,1,101
2204,TR,34:09.4,2691.39,10,V,322.77,-432.34,423.45,275.39,219.13,275.39,-275.39,-8.88,-0.89,0.76,165.44,7637.11,-0.42,-5.03,1.41,-91.71,1,1,1,1,101
2205,TR,34:09.5,2691.51,10,P,420.49,-509.33,500.44,322.77,257.62,337.58,-287.24,23.69,-1.34,1.03,173.43,7637.11,-0.41,-4.83,1.44,-90.14,1,1,1,1,101
2206,TR,34:09.6,2691.64,10,V,373.11,-461.95,456.02,310.93,254.66,299.08,-260.59,50.34,-1.26,0.84,174.53,7664.45,-0.42,-4.93,1.47,-96.42,1,1,1,1,101
2207,TR,34:11.0,2692.99,10,P,530.05,-598.16,592.24,435.3,352.38,435.3,-272.43,-41.46,-1.43,1.3,186.37,7691.8,-0.42,-5.01,1.38,-96.42,1,1,1,1,101
2208,TR,34:11.4,2693.44,10,V,393.84,-485.64,479.71,325.73,263.55,346.46,-299.08,-5.92,-1.33,0.91,152.5,7664.45,-0.44,-4.78,1.23,-91.71,1,1,1,1,101
